,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
2855,1980,1985.0,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N
2856,1980,1985.0,USA,Florida,"Palm Beach, Palm Beach County",Hand bitten,N
2857,1980,1985.0,AUSTRALIA,South Australia,"Wisemans Beach, Peake Bay, Port Lincoln",FATAL,Y
2858,1980,1985.0,USA,California,"San Miguel Island, Santa Barbara County",Bruised,N
2859,1980,1985.0,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Right foot bitten,N
2860,1980,1985.0,SOUTH AFRICA,Western Cape Province,Struisbaai,"Right knee, calf and ankle lacerated",N
2862,1980,1985.0,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,Thigh & calf bitten,N
2863,1980,1985.0,NEW ZEALAND,South Island,Christchurch,"No injury to occupant, shark bit boat",N
2864,1980,1985.0,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",Minor injury to torso,N
2865,1980,1985.0,NEW CALEDONIA,South Province,Amedee Island,Legs bitten ,N
2866,1980,1985.0,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N
2868,1980,1985.0,IRAN,,"Ramin, near Ahvaz",FATAL,Y
2869,1980,1984.0,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",No injury,N
2870,1980,1984.0,AUSTRALIA,Queensland,1 km off Black's Beach,FATAL,Y
2871,1980,1984.0,USA,Florida,"Jupiter Island Beach, Martin County",Left foot bitten,N
2872,1980,1984.0,USA,Florida,"Fowey Rock, Key Biscayne","Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N
2874,1980,1984.0,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County","9"" laceration to right forearm ",N
2876,1980,1984.0,USA,Florida,"Bob Graham Beach, Martin County",Left calf bitten,N
2877,1980,1984.0,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County","Abrasion on right foot, board bitten",N
2878,1980,1984.0,USA,California,"Tomales Point, Marin County",Legs & buttocks bitten,N
2879,1980,1984.0,USA,Florida,Volusia County,Right foot bitten,N
2880,1980,1984.0,USA,Florida,,Left foot lacerated,N
2881,1980,1984.0,USA,Florida,"Indiatlantic, Brevard County",Foot bitten,N
2882,1980,1984.0,USA,Florida,Volusia County,No details,UNKNOWN
2883,1980,1984.0,USA,California,"Mission Beach, San Diego County",Arm bitten,N
2884,1980,1984.0,USA,California,"Pigeon Point, San Mateo County",FATAL,Y
2885,1980,1984.0,MEXICO,Baja California,Guadalupe Island,"No Injury, PROVOKED INCIDENT",N
2887,1980,1984.0,INDONESIA,,Bali,FATAL,Y
2888,1980,1984.0,USA,Texas,South Padre Island,Lacerations on right foot,N
2889,1980,1984.0,USA,Texas,South Padre Island,Legs severely lacerated,N
2891,1980,1984.0,USA,Florida,,Leg abraded,N
2892,1980,1984.0,SOUTH AFRICA,KwaZulu-Natal,Sodwana,"No injury, shark hit swim fin",N
2893,1980,1984.0,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay","No injury, board bitten",N
2894,1980,1984.0,USA,Hawaii,"Kane'ohe Bay, O'ahu",Foot bitten,N
2896,1980,1984.0,SOUTH AFRICA,Western Cape Province,Arniston,Swim fin bitten,N
2898,1980,1984.0,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,"No injury, 8 pressure dings in surboard",N
2899,1980,1984.0,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,"No injury to occupant, shark seized oar and disappeared with it.",N
2900,1980,1984.0,AUSTRALIA,Western Australia,Coral Bay,No details,UNKNOWN
2901,1980,1984.0,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffreys Bay",Leg lacerated by hooked shark PROVOKED INCIDENT,N
2902,1980,1984.0,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N
2904,1980,1984.0,AUSTRALIA,Queensland,Derwent Island,Hand bitten,N
2905,1980,1984.0,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Foot bitten,N
2906,1980,1984.0,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,Remains recovered 1-4-1984 showed evidence of defense wounds,Y
2907,1980,1984.0,USA,California,San Francisco,Head mouthed by captive shark PROVOKED INCIDENT,N
2908,1980,1984.0,USA,Florida,"Indiatlantic, Brevard County",Right foot bitten,N
2910,1980,1983.0,USA,Florida,"Riviera Beach, Palm Beach County",Left foot & thigh bitten,N
2911,1980,1983.0,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Fingers bitten,N
2912,1980,1983.0,SOUTH AFRICA,Eastern Cape Province,Great Fish River,"Left calf, ankle & foot lacerated",N
2913,1980,1983.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Shin lacerated,N
2915,1980,1983.0,PHILIPPINES,Central Philippines,,Left foot nipped,N
2916,1980,1983.0,USA,Florida,"Melbourne Beach, Brevard County",Laceration to left foot,N
2918,1980,1983.0,USA,Florida,"Stuart Beach, Martin County",Puncture marks in leg & surfboard dinged,N
2919,1980,1983.0,USA,Florida,"Daytona Beach, Volusia County",Lacerations to left ankle,N
2920,1980,1983.0,USA,Florida,"Off Lake Worth, Palm Beach County",Abrasions to leg,N
2921,1980,1983.0,USA,Oregon,"Cape Kiwanda,Tillamook County","No injury, board bitten",N
2922,1980,1983.0,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Inner thighs lacerated,N
2923,1980,1983.0,USA,Virginia,"Virginia Beach, Princess Anne County",Foot bitten,N
2924,1980,1983.0,USA,Florida,"Riviera Beach, Palm Beach County",Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N
2925,1980,1983.0,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",Right leg severely bitten,N
2926,1980,1983.0,USA,Rhode Island,,No injury to occupants,N
2927,1980,1983.0,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","FATAL, shark seized her by the chest and took her underwater ",Y
2928,1980,1983.0,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","FATAL, shark bit leg, then dragged him underwater ",Y
2929,1980,1983.0,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","Left knee bitten, but survived",N
2930,1980,1983.0,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",Left arm injured by shark's tail as it swam beneath his board,N
2931,1980,1983.0,USA,Florida,"Caloosahatchee River, Lee County",Left ankle nipped (3 punctures wounds),N
2932,1980,1983.0,BAHAMAS,Abaco Islands,Green Turtle Cay,Lacerations to left calf,N
2933,1980,1983.0,USA,Florida,"Riviera Beach, Palm Beach County","No injury, shark bit air mattress, deflating it",N
2934,1980,1983.0,USA,Florida,"Off 12th Street, Miami Beach",Left foot bitten,N
2935,1980,1983.0,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",FATAL,Y
2936,1980,1983.0,USA,Florida,"Cocoa Beach, Brevard County",Left foot lacerated,N
2937,1980,1983.0,BAHAMAS,,Carter Cay,Lacerations to hand & foot,N
2939,1980,1983.0,BAHAMAS,Berry Islands,Whale Cay,Lacerations to thigh & buttocks,N
2940,1980,1983.0,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County","Left calf, knee & hands lacerated",N
2941,1980,1983.0,USA,Florida," Riviera Beach, Palm Beach County","Knocked off board by shark, no injury",N
2942,1980,1983.0,USA,Florida,"Haulover Inlet, Dade County",Right foot bitten,N
2943,1980,1983.0,USA,Florida,,No details,UNKNOWN
2944,1980,1983.0,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Puncture wounds to foot,N
2945,1980,1983.0,USA,Florida,"Lake Worth Beach, Palm Beach County",Left foot bitten,N
2947,1980,1983.0,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Right calf lacerated,N
2948,1980,1983.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,"No injury, board bitten",N
2949,1980,1983.0,USA,Florida,"Juno Beach, Palm Beach County","Shark nudged board, no injury",N
2950,1980,1983.0,NEW CALEDONIA,Loyalty Islands,"We, Lifou",Calf bitten,N
2951,1980,1983.0,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Puncture wounds to buttocks,N
2952,1980,1983.0,USA,South Carolina,60 miles southeast of Beaufort,Leg bitten by captive shark PROVOKED INCIDENT,N
2954,1980,1983.0,SOUTH AFRICA,Western Cape Province,Muizenberg,Left foot lacerated,N
2955,1980,1983.0,SOUTH AFRICA,Western Cape Province,Holbaai,"No injury, rammed by shark",N
2958,1980,1983.0,USA,North & South Carolina,,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N
2959,1980,1982.0,USA,South Carolina,"Isle of Palms, Charleston County",Arm bitten,N
2960,1980,1982.0,USA,Florida,North Dade- Interama area of Biscayne Bay,Left foot lacerated,N
2961,1980,1982.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No injury, pressure ding on surfboard",N
2962,1980,1982.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No Injury, surfboard bitten",N
2963,1980,1982.0,USA,Florida,"Patrick Air Force Base, Brevard County",Laceration to lower left leg,N
2964,1980,1982.0,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Lacerations to hand,N
2965,1980,1982.0,USA,California,"Bear Harbor, Mendocino County",Upper left thigh & buttocks bitten,N
2967,1980,1982.0,JAPAN,Kumamoto Prefecture,Ariake Bay,FATAL,Y
2969,1980,1982.0,SOUTH AFRICA,Western Cape Province,Langebaan,"Left knee, lower leg & foot bitten",N
2972,1980,1982.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No injury, ski bitten",N
2973,1980,1982.0,USA,California,"Point Buchon, San Luis Obispo County","No Injury, board bitten",N
2974,1980,1982.0,USA,Florida,"Stuart Beach, Martin County ",Left ankle bitten,N
2976,1980,1982.0,USA,Florida,"Daytona Beach, Volusia County",Laceration to left leg,N
2977,1980,1982.0,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",Left arm bitten,N
2978,1980,1982.0,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,FATAL,Y
2979,1980,1982.0,USA,South Carolina,"Isle of Palms, Charleston County",Left arm bitten,N
2980,1980,1982.0,BAHAMAS,Andros Islands,North Rat Cay Reef,Arm severed at elbow,N
2981,1980,1982.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Foot bitten,N
2982,1980,1982.0,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Thigh bitten 3 times,N
2984,1980,1982.0,USA,Florida,"Palm Beach, Palm Beach County",Elbow bitten,N
2985,1980,1982.0,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Legs bitten  FATAL,Y
2986,1980,1982.0,NEW CALEDONIA,,,Arm bitten,N
2987,1980,1982.0,AUSTRALIA,Tasmania,South Cape Bay,"FATAL, body not recovered",Y
2988,1980,1982.0,USA,Florida,"Hobe Sound, Palm Beach County",Lacerations to left hand and forearm,N
2989,1980,1982.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N
2990,1980,1982.0,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Left leg bitten,N
2991,1980,1982.0,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Right foot bitten,N
2992,1980,1982.0,USA,Florida,"Palm Beach, Palm Beach County",Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y
2993,1980,1982.0,USA,California,"Stillwater Cove, Sonoma County",Calf & ankle bitten,N
2994,1980,1982.0,USA,Florida,Elliot Key,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y
2995,1980,1982.0,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Right shin & toe lacerated,N
2996,1980,1982.0,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",No details,UNKNOWN
2997,1980,1982.0,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",No injury,N
2999,1980,1981.0,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula","FATAL, torso bitten ",Y
3000,1980,1981.0,AUSTRALIA,Queensland,Green Island,Abdomen lacerated,N
3001,1980,1981.0,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",Right leg severely bitten,N
3002,1980,1981.0,REUNION,Saint-Philippe,Vicendo,Survived,N
3003,1980,1981.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,Hand lacerated  PROVOKED INCIDENT,N
3004,1980,1981.0,USA,Hawaii,"La'au Point, Moloka'i",Hand bitten,N
3005,1980,1981.0,USA,Florida,"Jupiter Island, Brevard County",Hand & forearm bitten,N
3006,1980,1981.0,USA,Florida,"Palm Beach, Palm Beach County",No details,UNKNOWN
3007,1980,1981.0,USA,Florida,"Cocoa Beach, Brevard County",Puncture wounds to left foot,N
3008,1980,1981.0,USA,Florida,"Playalinda Beach, Brevard County",Laceration to right leg,N
3009,1980,1981.0,USA,Florida,"Cocoa Beach, Brevard County",5 puncture marks to hip,N
3010,1980,1981.0,USA,Florida,"Melbourne Beach, Brevard County",Lacerations to right hand,N
3011,1980,1981.0,USA,Florida,"Tampa Bay, Manatee County","FATAL, right calf bitten  ",Y
3012,1980,1981.0,USA,Florida,"Patrick Air Force Base, Brevard County",Lacerations to 2 fingers of left hand,N
3013,1980,1981.0,USA,Florida,"Cocoa Beach, Brevard County",Laceration to foot,N
3014,1980,1981.0,USA,Florida,"New Smyrna Beach, Volusia County",Laceration to left ankle,N
3015,1980,1981.0,USA,Florida,Gulf Island National Seashore Park,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N
3017,1980,1981.0,USA,Florida,"Marathon, Monroe County",Bite to face,N
3018,1980,1981.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",FATAL,Y
3019,1980,1981.0,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",Upper right arm bitten,N
3020,1980,1981.0,USA,Florida,"St. Petersburg Beach, Pinellas County","Foot bitten between arch & big toe, no stitches required",N
3021,1980,1981.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,7 lacerations to right foot,N
3022,1980,1981.0,USA,Florida,Carter Cay,Left foot & ankle lacerated,N
3023,1980,1981.0,SOUTH AFRICA,KwaZulu-Natal,Clansthal,Laceration to calf,N
3024,1980,1981.0,ENGLAND,,Isle of Wight,Minor injuries from shark that leapt aboard their boat,N
3026,1980,1981.0,USA,Hawaii,"Ha'ena Beach Park, Kaua'i","FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y
3028,1980,1981.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,"Shark & board collided. No injury, but board was dented",N
3029,1980,1981.0,USA,Florida,"Sands Cut, Elliot Key",Massive tissue damage of left arm,N
3030,1980,1981.0,USA,Florida,"Jacksonville, Duval County",Left arm bitten,N
3031,1980,1981.0,SOUTH AFRICA,Eastern Cape Province,Kings Beach,"No Injury, board bitten",N
3033,1980,1981.0,BERMUDA,,,Next day 2 bodies recovered from sharks,N
3034,1980,1981.0,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,"Left leg bitten, surgically amputated",N
3035,1980,1981.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations on calf, ankle & heel",N
3036,1980,1981.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Puncture wounds on  right thigh,N
3038,1980,1981.0,BRAZIL,Rio de Janeiro,Cabo Frio,,UNKNOWN
3039,1980,1981.0,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Foot lacerated,N
3040,1980,1981.0,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",Puncture wounds to foot,N
3041,1980,1981.0,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",No details,UNKNOWN
3042,1980,1981.0,USA,Florida,"Juno Beach, Palm Beach County",Lacerations & punctures in left calf & ankle,N
3043,1980,1981.0,BRAZIL,Rio de Janeiro,Cabo Frio,Left arm lacerated,N
3044,1980,1981.0,USA,Florida,20 miles from Mayport,3 small punctures in scalp & ripped nostril,N
3046,1980,1981.0,AUSTRALIA,New South Wales,Byron Bay,"No injury, ski bitten",N
3047,1980,1981.0,GREECE,Pagasitikos Gulf,,Minor injury,N
3048,1980,1980.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,"No injury, paddleski bitten",N
3050,1980,1980.0,REUNION,Grand'Anse,Petite-Ile,Bitten twice,N
3051,1980,1980.0,AUSTRALIA,Western Australia,Lancelin,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N
3053,1980,1980.0,BRAZIL,Pernambuco,Piedade,FATAL,Y
3054,1980,1980.0,USA,Oregon,Off Umpqua River,Thigh lacerated,N
3055,1980,1980.0,USA,California,"Moonstone Beach, Humboldt County",No injury,N
3056,1980,1980.0,MEXICO,,,FATAL,Y
3057,1980,1980.0,USA,North Carolina,"Ocean Isle, Brunswick County",Bitten behind knee & lower leg,N
3058,1980,1980.0,USA,Hawaii,"Puamana, Lahaina, Maui",Torso bitten,N
3059,1980,1980.0,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",Thigh injured,N
3060,1980,1980.0,USA,New Jersey,"Ocean City, Cape May County",Back bitten,N
3061,1980,1980.0,USA,Delaware,Dewey Beach,"No injury, shark bit her bathing suit",N
3062,1980,1980.0,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","No injury, bumped off board",N
3063,1980,1980.0,USA,Florida,"New Smyrna Beach, Volusia County",Lower leg bitten,N
3064,1980,1980.0,USA,California,"Off San Clemente Island, Los Angeles County",Laceration to lower leg   PROVOKED INCIDENT,N
3065,1980,1980.0,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,"No injury, board bitten",N
3066,1980,1980.0,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Hand bitten by speared shark PROVOKED INCIDENT ,N
3067,1980,1980.0,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",FATAL x 2,Y
3068,1980,1980.0,MEXICO,Sinaloa,Mazatlán,Right calf bitten,N
3069,1980,1980.0,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,FATAL,Y
3070,1980,1980.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Right leg bitten,N
3071,1980,1980.0,PHILIPPINES,,250 miles southwest of Manila,FATAL,Y
3072,1980,1980.0,SOUTH AFRICA,Western Cape Province,Velddrif,Leg lacerated by netted shark PROVOKED INCIDENT,N
3073,1980,1980.0,SOUTH AFRICA,KwaZulu-Natal,Ballito,"Both hands & heel of left foot lacerated, right foot severed",N
3075,1980,1980.0,SOUTH AFRICA,KwaZulu-Natal,Ansteys,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N
3076,1980,1980.0,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Abrasion,N
3077,1980,1980.0,SOUTH AFRICA,Eastern Cape Province,Kings Beach,3 small punctures on arm,N
3082,1980,1980.0,TONGA,Ha'api,Ha'ano Island,Chest bitten,N
3083,1970,1979.0,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Shin lacerated,N
3086,1970,1979.0,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Multiple major Injuries,N
3087,1970,1979.0,SOUTH AFRICA,Western Cape Province,Macassar,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N
3088,1970,1979.0,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N
3089,1970,1979.0,AUSTRALIA,New South Wales,Byron Bay,Leg bitten,N
3090,1970,1979.0,HONG KONG,,Mirs Bay,"Leg severed, FATAL",Y
3091,1970,1979.0,HONG KONG,Ho Ha Wan Marine Park,,FATAL,Y
3092,1970,1979.0,USA,Florida,"Daytona Beach, Volusia County",Lacerations to foot,N
3094,1970,1979.0,USA,Florida,10 miles off Cape Canaveral,Lacerations to leg,N
3096,1970,1979.0,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N
3097,1970,1979.0,SOUTH AFRICA,KwaZulu-Natal,Mbibi,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y
3098,1970,1979.0,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),"Thigh severely injured, survived",N
3099,1970,1979.0,NEW CALEDONIA,North Province,Balade,FATAL,Y
3100,1970,1979.0,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Right foot & ankle lacerated,N
3101,1970,1979.0,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Right foot bitten,N
3102,1970,1979.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Foot & ankle bitten,N
